what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495529303926
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1495529306484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529306828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529309152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529374782
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495529376622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529376622
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495529376638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529377699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529380788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529381427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495529391739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495529398525
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1495529405373
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495529407542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495529408509
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495529424172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1495529424889
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495529429259
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495529494546
