what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1495413089621
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1495413089621
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1495413089621
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1495413089621
java.vm.specification.version,sysinfo,,,"1.0",1495413089621
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1495413089621
java.vm.version,sysinfo,,,"19.0-b09",1495413089621
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1495413091321
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1495413091352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413091368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413095564
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1495413097514
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1495413097530
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1495413097717
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1495413097733
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1495413099480
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1495413099480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413100400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413102397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413102413
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1495413104207
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1495413104784
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1495413104784
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1495413104784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413104831
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1495413106047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413106063
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495413107280
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1495413107436
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1495413107436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413108372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413118061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413136737
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1495413137143
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495413137174
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1495413137174
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495413137236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1495413137782
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1495413137845
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1495413137891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1495413138016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495413138905
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1495413141074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413141511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413143632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413144459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413147572
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1495413149132
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495413153110
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1495413153796
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495413158182
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495413174499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413179008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1495413179023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1495413184358
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1495413213939
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1495413219945
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495413287181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1495413301782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1495413317320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1495413317507
